,2012,2013,2014,2015,2016
"""Forty-one",1.0,0.0,0.0,0.0,0.0
"""Four",0.0,1.0,0.0,1.0,5.0
"""Four,""",0.0,0.0,1.0,0.0,0.0
"""Fourty",1.0,0.0,0.0,0.0,0.0
"""Francois",1.0,0.0,0.0,0.0,0.0
"""Francois?",1.0,0.0,0.0,0.0,0.0
"""Frank",0.0,0.0,0.0,1.0,0.0
"""Frankly,",0.0,0.0,0.0,2.0,0.0
"""Free!""",0.0,0.0,1.0,0.0,0.0
"""French,",0.0,1.0,0.0,0.0,0.0
"""Frequently.""",0.0,0.0,0.0,1.0,0.0
"""Friends",0.0,1.0,0.0,0.0,0.0
"""Friends,",0.0,0.0,0.0,1.0,0.0
"""Fritter",0.0,0.0,0.0,1.0,0.0
"""From",6.0,0.0,0.0,6.0,5.0
"""Fry",0.0,0.0,0.0,1.0,0.0
"""Fudge!""",0.0,0.0,0.0,1.0,0.0
"""Full",0.0,0.0,1.0,0.0,0.0
"""Funeral",0.0,1.0,0.0,0.0,0.0
"""Funny!""",0.0,0.0,1.0,0.0,0.0
"""G""",0.0,0.0,0.0,1.0,0.0
"""G-e-o-r-g-e",0.0,1.0,0.0,0.0,0.0
"""GIMBLE""",0.0,0.0,1.0,0.0,0.0
"""GIMBLE""?'",0.0,0.0,1.0,0.0,0.0
"""GIT",0.0,1.0,0.0,0.0,0.0
"""GUILTY!""",0.0,0.0,0.0,1.0,0.0
"""GYRE""",0.0,0.0,2.0,0.0,0.0
"""Gabriel,",1.0,0.0,0.0,0.0,0.0
"""Game",0.0,0.0,0.0,1.0,0.0
"""Gather",2.0,0.0,0.0,0.0,0.0
"""Geewhillikins,""",0.0,1.0,0.0,0.0,0.0
"""Gentlemen,",1.0,2.0,0.0,0.0,0.0
"""Gentlemen,""",2.0,1.0,0.0,0.0,0.0
"""Gentlemen--gentle_men!_",0.0,1.0,0.0,0.0,0.0
"""George",0.0,3.0,0.0,0.0,0.0
"""George!""",0.0,0.0,1.0,0.0,0.0
"""George,",0.0,0.0,3.0,0.0,0.0
"""George,""",0.0,0.0,1.0,0.0,0.0
"""Get",2.0,0.0,1.0,2.0,1.0
"""Get?""",0.0,1.0,0.0,0.0,0.0
"""Gets",0.0,1.0,0.0,0.0,0.0
"""Gimme",0.0,4.0,0.0,0.0,0.0
"""Girl.""",0.0,0.0,1.0,0.0,0.0
"""Git",0.0,3.0,0.0,0.0,0.0
"""Give",2.0,1.0,0.0,3.0,0.0
"""Glory!--A-a-_men_!""",0.0,1.0,0.0,0.0,0.0
"""Go",4.0,2.0,2.0,1.0,2.0
"""Go!""",1.0,0.0,0.0,0.0,0.0
"""Go,",0.0,0.0,0.0,0.0,1.0
"""God",13.0,0.0,0.0,6.0,0.0
"""God!""",2.0,0.0,0.0,0.0,0.0
"""Goe",3.0,0.0,0.0,0.0,0.0
"""Going",1.0,0.0,0.0,0.0,1.0
"""Gone",0.0,2.0,0.0,0.0,0.0
"""Goo-goo--goo-goo-goo""",0.0,1.0,0.0,0.0,0.0
"""Good",0.0,6.0,1.0,13.0,14.0
"""Good!",1.0,1.0,0.0,0.0,0.0
"""Good!""",3.0,1.0,0.0,0.0,0.0
"""Good,""",0.0,1.0,0.0,0.0,0.0
"""Good-_ness_",0.0,1.0,0.0,0.0,0.0
"""Good-bye,",1.0,1.0,1.0,2.0,0.0
"""Good-bye,""",1.0,0.0,1.0,0.0,0.0
"""Good-bye.",0.0,0.0,0.0,1.0,0.0
"""Good-day,",0.0,0.0,0.0,1.0,0.0
"""Good-evening,",0.0,0.0,0.0,1.0,0.0
"""Good-evening.",0.0,0.0,0.0,1.0,0.0
"""Good-morning,",0.0,0.0,0.0,1.0,0.0
"""Good-night,",0.0,0.0,0.0,1.0,0.0
"""Goodness",0.0,2.0,0.0,0.0,0.0
"""Goodnessgracioussakes,",0.0,1.0,0.0,0.0,0.0
"""Goshen,",0.0,1.0,0.0,0.0,0.0
"""Gracechurch",0.0,0.0,0.0,0.0,2.0
"""Gracious",0.0,0.0,0.0,0.0,1.0
"""Grandeur",0.0,0.0,0.0,0.0,1.0
"""Grave",0.0,0.0,0.0,1.0,0.0
"""Great",1.0,2.0,1.0,2.0,0.0
"""Greek",0.0,0.0,0.0,1.0,0.0
"""Greenhorns,",0.0,1.0,0.0,0.0,0.0
"""Greetings,",0.0,0.0,1.0,0.0,0.0
"""Guide",1.0,0.0,0.0,0.0,0.0
"""Guns!""",1.0,0.0,0.0,0.0,0.0
"""H.",0.0,0.0,0.0,1.0,0.0
"""HADDOCKS'",0.0,0.0,1.0,0.0,0.0
"""HALF-PAST",0.0,1.0,0.0,0.0,0.0
"""HERE",0.0,0.0,1.0,0.0,0.0
"""HOOK",0.0,0.0,2.0,0.0,0.0
"""HOW",0.0,1.0,0.0,0.0,0.0
"""Ha!",0.0,0.0,0.0,7.0,0.0
"""Ha!""",0.0,0.0,0.0,2.0,0.0
"""Had",3.0,0.0,1.0,3.0,5.0
"""Haeresie",1.0,0.0,0.0,0.0,0.0
"""Half",1.0,0.0,0.0,2.0,0.0
"""Half-past",0.0,0.0,0.0,1.0,0.0
"""Hallo,""",0.0,0.0,1.0,0.0,0.0
"""Hallowed",1.0,0.0,0.0,0.0,0.0
"""Halt,""",1.0,0.0,0.0,0.0,0.0
"""Hamlet's",0.0,2.0,0.0,0.0,0.0
"""Hand",0.0,1.0,0.0,0.0,0.0
"""Hang",0.0,1.0,0.0,0.0,0.0
"""Happy",0.0,0.0,0.0,0.0,1.0
"""Happy!""",0.0,0.0,0.0,1.0,0.0
"""Harden,",0.0,0.0,0.0,1.0,0.0
"""Harem.""",0.0,1.0,0.0,0.0,0.0
"""Harry",0.0,0.0,0.0,2.0,0.0
"""Harry!",0.0,0.0,0.0,1.0,0.0
"""Harry!""",0.0,0.0,0.0,1.0,0.0
"""Harry,",0.0,0.0,0.0,9.0,0.0
"""Harry,""",0.0,0.0,0.0,3.0,0.0
"""Has",0.0,4.0,0.0,3.0,4.0
"""Hast",1.0,0.0,0.0,0.0,0.0
"""Hate",0.0,0.0,0.0,0.0,1.0
"""Have",5.0,2.0,4.0,14.0,6.0
"""Having",1.0,0.0,0.0,1.0,0.0
"""Haye",0.0,0.0,0.0,0.0,1.0
"""Hazel",1.0,0.0,0.0,0.0,0.0
"""He",45.0,7.0,16.0,65.0,39.0
"""He!",0.0,0.0,0.0,1.0,0.0
"""He'd",1.0,0.0,0.0,0.0,0.0
"""He's",0.0,4.0,1.0,4.0,0.0
"""Hearken",2.0,0.0,0.0,0.0,0.0
"""Heave",0.0,1.0,0.0,0.0,0.0
"""Heaven",0.0,0.0,0.0,0.0,1.0
"""Heavens,",1.0,0.0,0.0,0.0,0.0
"""Hee",3.0,0.0,0.0,0.0,0.0
"""Hel-_lo_!",0.0,1.0,0.0,0.0,0.0
"""Hel-_lo_,",0.0,1.0,0.0,0.0,0.0
"""Hell",1.0,0.0,0.0,0.0,0.0
"""Hello!",0.0,1.0,0.0,0.0,0.0
"""Hello!--why,",0.0,1.0,0.0,0.0,0.0
"""Hello,",0.0,5.0,0.0,0.0,0.0
"""Help,",1.0,0.0,1.0,0.0,0.0
"""Her",1.0,0.0,2.0,5.0,5.0
"""Here",3.0,5.0,0.0,14.0,2.0
"""Here's",0.0,2.0,0.0,0.0,0.0
"""Here,",1.0,1.0,0.0,0.0,0.0
"""Here,""",1.0,0.0,0.0,1.0,0.0
"""Here--come",0.0,1.0,0.0,0.0,0.0
"""Here?""",0.0,0.0,0.0,2.0,0.0
"""Hereby",2.0,0.0,0.0,0.0,0.0
"""Hi!",0.0,1.0,0.0,0.0,0.0
"""Hi!""",0.0,0.0,0.0,2.0,0.0
"""Hi!--hi!""",0.0,1.0,0.0,0.0,0.0
"""Hide",0.0,0.0,2.0,0.0,0.0
"""Him",0.0,1.0,0.0,0.0,0.0
"""Him?",0.0,1.0,0.0,0.0,0.0
"""His",2.0,0.0,1.0,8.0,11.0
"""His'n?",0.0,1.0,0.0,0.0,0.0
"""Hm!",0.0,1.0,0.0,0.0,0.0
"""Ho!""",0.0,0.0,0.0,1.0,0.0
"""Ho,",1.0,0.0,0.0,0.0,0.0
"""Hold",1.0,8.0,1.0,1.0,0.0
"""Hold!",0.0,1.0,0.0,0.0,0.0
"""Holmes!""",0.0,0.0,0.0,1.0,0.0
"""Holmes,",0.0,0.0,0.0,2.0,0.0
"""Holmes,""",0.0,0.0,0.0,4.0,0.0
"""Home,",0.0,0.0,1.0,0.0,0.0
"""Honest",0.0,3.0,0.0,0.0,0.0
"""Honest,",0.0,1.0,0.0,0.0,0.0
"""Honey,",0.0,1.0,0.0,0.0,0.0
"""Honor",0.0,2.0,0.0,0.0,0.0
"""Hook",0.0,0.0,3.0,0.0,0.0
"""Hook,""",0.0,0.0,2.0,0.0,0.0
"""Hook.""",0.0,0.0,1.0,0.0,0.0
"""Hoop",0.0,0.0,1.0,0.0,0.0
"""Hooray!""",0.0,1.0,0.0,0.0,0.0
"""Horribly!",0.0,0.0,0.0,1.0,0.0
"""Horribly!""",0.0,0.0,0.0,1.0,0.0
"""Hotel",0.0,0.0,0.0,1.0,0.0
"""How",12.0,13.0,15.0,50.0,47.0
"""How!""",0.0,0.0,0.0,0.0,1.0
"""How'd",0.0,2.0,0.0,0.0,0.0
"""How'm",0.0,1.0,0.0,0.0,0.0
"""How's",0.0,1.0,0.0,0.0,0.0
"""How,",0.0,0.0,0.0,1.0,0.0
"""How-do?""",0.0,0.0,1.0,0.0,0.0
"""However",0.0,0.0,0.0,0.0,1.0
"""Hssh!""",1.0,0.0,0.0,0.0,0.0
"""Huck",0.0,1.0,0.0,0.0,0.0
"""Huck,",0.0,1.0,0.0,0.0,0.0
"""Huck--Huck",0.0,1.0,0.0,0.0,0.0
"""Hullo!",0.0,0.0,0.0,1.0,0.0
"""Hullo,",0.0,0.0,7.0,0.0,0.0
"""Hullo,""",0.0,0.0,4.0,0.0,0.0
"""Hum!",0.0,0.0,0.0,3.0,0.0
"""Hum!""",0.0,0.0,0.0,2.0,0.0
"""Hum""--said",0.0,0.0,0.0,0.0,1.0
"""Humanity",0.0,0.0,0.0,1.0,0.0
"""Hump",0.0,1.0,0.0,0.0,0.0
"""Humph!",0.0,0.0,0.0,1.0,0.0
"""Hungry,",0.0,1.0,0.0,0.0,0.0
"""Hunsford,",0.0,0.0,0.0,0.0,1.0
"""Hunsford,""",0.0,0.0,0.0,0.0,1.0
"""Hunters!""",0.0,0.0,0.0,0.0,1.0
"""Hurry!",0.0,1.0,0.0,0.0,0.0
"""Hush!",0.0,0.0,0.0,1.0,1.0
"""Hush,",0.0,0.0,0.0,1.0,0.0
"""Hush.",0.0,0.0,1.0,0.0,0.0
"""I",218.0,113.0,167.0,644.0,524.0
"""I'M",0.0,1.0,0.0,0.0,0.0
"""I'd",0.0,2.0,1.0,0.0,0.0
"""I'll",3.0,14.0,8.0,2.0,0.0
"""I'm",0.0,10.0,11.0,0.0,0.0
"""I've",0.0,4.0,5.0,4.0,0.0
"""I,",1.0,0.0,0.0,0.0,1.0
"""I,""",1.0,0.0,0.0,0.0,0.0
"""I--want--you--""",0.0,0.0,1.0,0.0,0.0
"""I--want--you--to--get--into--the--nest,""",0.0,0.0,1.0,0.0,0.0
"""IRENE",0.0,0.0,0.0,1.0,0.0
"""If",37.0,8.0,22.0,33.0,43.0
"""If!",0.0,0.0,0.0,0.0,1.0
"""If,",0.0,0.0,0.0,0.0,1.0
"""Imitated.""",0.0,0.0,0.0,1.0,0.0
"""Implacable",0.0,0.0,0.0,0.0,1.0
"""Impossible!",0.0,0.0,0.0,0.0,1.0
"""Impossible!""",0.0,0.0,0.0,2.0,0.0
"""Impossible,",0.0,0.0,0.0,0.0,1.0
"""In",15.0,3.0,4.0,25.0,15.0
"""Incredible",0.0,0.0,0.0,1.0,0.0
"""Indeed",0.0,0.0,0.0,0.0,10.0
"""Indeed!",0.0,0.0,0.0,5.0,0.0
"""Indeed!""",1.0,0.0,0.0,0.0,4.0
"""Indeed,",0.0,0.0,0.0,5.0,10.0
"""Indeed,""",0.0,0.0,0.0,1.0,3.0
"""Indeed.",0.0,0.0,0.0,1.0,0.0
"""Indeed?",0.0,0.0,0.0,1.0,0.0
"""Indeed?""",1.0,0.0,0.0,0.0,0.0
"""Indirectly",0.0,0.0,0.0,1.0,0.0
"""Infirmity!""",0.0,0.0,0.0,0.0,1.0
"""Information",5.0,3.0,3.0,4.0,3.0
"""Insolent",0.0,0.0,0.0,0.0,1.0
"""Inspector",0.0,0.0,0.0,1.0,0.0
"""Into",0.0,0.0,1.0,0.0,0.0
"""Introduce",0.0,0.0,0.0,1.0,0.0
"""Invited!""",0.0,0.0,0.0,0.0,1.0
"""Irene",0.0,0.0,0.0,1.0,0.0
"""Irene's",0.0,0.0,0.0,1.0,0.0
"""Is",2.0,6.0,7.0,15.0,24.0
"""Isn't",0.0,0.0,0.0,3.0,0.0
"""It",59.0,17.0,41.0,188.0,87.0
"""It's",3.0,26.0,16.0,14.0,0.0
"""It--it's",0.0,0.0,0.0,1.0,0.0
"""Its",0.0,0.0,0.0,1.0,0.0
"""Its'",0.0,0.0,0.0,1.0,0.0
"""JABEZ",0.0,0.0,0.0,1.0,0.0
"""JOHN",0.0,0.0,0.0,0.0,1.0
"""Jabberwocky""?'",0.0,0.0,1.0,0.0,0.0
"""Jacob",1.0,0.0,0.0,0.0,0.0
"""James,",0.0,0.0,0.0,1.0,0.0
"""Jane",1.0,0.0,0.0,0.0,0.0
"""Jane!""",2.0,0.0,0.0,0.0,0.0
"""Jane,",0.0,0.0,0.0,0.0,1.0
"""Jane,""",1.0,0.0,0.0,0.0,0.0
"""Jas.",0.0,0.0,1.0,0.0,0.0
"""Jean!""",1.0,0.0,0.0,0.0,0.0
"""Jerusalem,",1.0,0.0,0.0,0.0,0.0
"""Jesus",2.0,0.0,0.0,0.0,0.0
"""Jim",0.0,3.0,0.0,0.0,0.0
"""Jim!""",0.0,3.0,0.0,0.0,0.0
"""Jim's",0.0,1.0,0.0,0.0,0.0
"""Jim,",0.0,2.0,0.0,0.0,0.0
"""John",2.0,0.0,1.0,1.0,2.0
"""John!""",0.0,0.0,1.0,0.0,0.0
"""John,",0.0,0.0,3.0,0.0,0.0
"""John,""",0.0,0.0,4.0,0.0,0.0
"""Johnny's",0.0,0.0,1.0,0.0,0.0
"""Joshua",1.0,0.0,0.0,0.0,0.0
"""Jour",0.0,1.0,0.0,0.0,0.0
"""Journal",0.0,1.0,0.0,0.0,0.0
"""Jungle",1.0,0.0,0.0,0.0,0.0
"""Just",2.0,2.0,0.0,10.0,1.0
"""Justice",1.0,0.0,0.0,0.0,0.0
"""Kadour",1.0,0.0,0.0,0.0,0.0
"""Karnath,",1.0,0.0,0.0,0.0,0.0
"""Keep",0.0,4.0,1.0,1.0,0.0
"""Kelso's",0.0,0.0,0.0,2.0,0.0
"""Kill",2.0,1.0,0.0,0.0,0.0
"""Killed",0.0,0.0,0.0,1.0,0.0
"""Kin",0.0,1.0,0.0,0.0,0.0
"""Kindly",0.0,0.0,0.0,1.0,0.0
"""Kings",1.0,0.0,0.0,0.0,0.0
"""Kiss",0.0,0.0,0.0,1.0,0.0
"""Kitty",0.0,0.0,0.0,0.0,2.0
"""Knew",1.0,0.0,0.0,0.0,0.0
"""Knock",0.0,1.0,0.0,0.0,0.0
"""Know",0.0,0.0,0.0,0.0,1.0
"""Knowledge",0.0,0.0,0.0,1.0,0.0
"""L.",0.0,0.0,0.0,1.0,0.0
"""LUCY",0.0,0.0,0.0,0.0,1.0
"""LYDIA",0.0,0.0,0.0,0.0,1.0
"""La!",0.0,0.0,0.0,0.0,2.0
"""La!""",0.0,0.0,0.0,0.0,1.0
"""Labour",1.0,0.0,0.0,0.0,0.0
"""Ladies,",1.0,0.0,0.0,0.0,0.0
"""Lads,""",0.0,0.0,3.0,0.0,0.0
"""Lady",2.0,0.0,0.0,3.0,6.0
"""Laid",2.0,0.0,0.0,0.0,0.0
"""Land,",1.0,0.0,0.0,0.0,0.0
"""Lass,",0.0,0.0,1.0,0.0,0.0
"""Last",0.0,0.0,0.0,3.0,1.0
"""Late",0.0,0.0,0.0,1.0,0.0
"""Laugh",0.0,0.0,0.0,0.0,1.0
"""Laughter",0.0,0.0,0.0,1.0,0.0
"""Law,",0.0,0.0,0.0,0.0,1.0
"""Laws",0.0,2.0,0.0,0.0,0.0
"""Laws,",0.0,1.0,0.0,0.0,0.0
"""Lay",1.0,1.0,0.0,0.0,0.0
"""Le's",0.0,1.0,0.0,0.0,0.0
"""Leastways,",0.0,1.0,0.0,0.0,0.0
"""Leave",2.0,1.0,1.0,2.0,0.0
"""Left-hander?""",0.0,0.0,1.0,0.0,0.0
"""Leggo",0.0,1.0,0.0,0.0,0.0
"""Lend",1.0,0.0,0.0,0.0,0.0
"""Let",19.0,3.0,15.0,18.0,6.0
"""Let's",0.0,0.0,1.0,0.0,0.0
"""Life",0.0,0.0,0.0,3.0,0.0
"""Like",0.0,1.0,0.0,2.0,1.0
"""Listen",0.0,1.0,2.0,1.0,0.0
"""Listen,",0.0,0.0,2.0,0.0,0.0
"""Listen.""",1.0,0.0,0.0,0.0,0.0
"""Lithe""",0.0,0.0,1.0,0.0,0.0
"""Little",1.0,0.0,1.0,1.0,0.0
"""Lize,",0.0,1.0,0.0,0.0,0.0
"""Lizzy",0.0,0.0,0.0,0.0,1.0
"""Lizzy,",0.0,0.0,0.0,0.0,6.0
"""Lizzy,""",0.0,0.0,0.0,0.0,4.0
"""Lone",0.0,0.0,0.0,2.0,0.0
"""Long",0.0,0.0,1.0,0.0,1.0
"""Look",2.0,5.0,6.0,2.0,0.0
"""Look!""",2.0,0.0,0.0,0.0,0.0
"""Look,",1.0,0.0,1.0,0.0,0.0
"""Look,""",1.0,0.0,0.0,0.0,0.0
"""Looky",0.0,6.0,0.0,0.0,0.0
"""Lord",3.0,0.0,0.0,3.0,1.0
"""Lord!",0.0,0.0,0.0,0.0,5.0
"""Lord,",0.0,0.0,0.0,0.0,1.0
"""Lost",1.0,0.0,0.0,0.0,0.0
"""Lot",1.0,0.0,0.0,0.0,0.0
"""Lots",0.0,0.0,1.0,0.0,0.0
"""Louisa,",0.0,0.0,0.0,0.0,1.0
"""Love?""",0.0,0.0,0.0,1.0,0.0
"""Lovely,",0.0,0.0,1.0,0.0,0.0
"""Lucky",0.0,0.0,1.0,0.0,0.0
"""Luff,",0.0,0.0,1.0,0.0,0.0
"""Lydia",0.0,0.0,0.0,0.0,1.0
"""M--Mary",0.0,1.0,0.0,0.0,0.0
"""M.",0.0,0.0,0.0,0.0,1.0
"""M.D.""",0.0,0.0,0.0,0.0,3.0
"""MAGNIFIQUE!""",1.0,0.0,0.0,0.0,0.0
"""MIMSY""",0.0,0.0,1.0,0.0,0.0
"""MOME",0.0,0.0,1.0,0.0,0.0
"""MOME""",0.0,0.0,1.0,0.0,0.0
"""MON",4.0,0.0,0.0,0.0,0.0
"""MY",0.0,0.0,0.0,1.0,8.0
"""Magnifique!""",1.0,0.0,0.0,0.0,0.0
"""Make",4.0,0.0,0.0,0.0,0.0
"""Mama,",0.0,0.0,0.0,0.0,1.0
"""Mama,""",0.0,0.0,0.0,0.0,1.0
"""Mamma,""",0.0,0.0,0.0,0.0,1.0
"""Man",1.0,0.0,0.0,0.0,0.0
"""Man,""",1.0,0.0,0.0,0.0,0.0
"""Man?""",0.0,0.0,1.0,0.0,0.0
"""Many",2.0,1.0,0.0,2.0,0.0
"""Many,",0.0,0.0,0.0,0.0,1.0
"""March,",0.0,0.0,0.0,1.0,0.0
"""Margaret",0.0,0.0,0.0,1.0,0.0
"""Margaret,""",0.0,0.0,0.0,0.0,1.0
"""Marianne",0.0,0.0,0.0,0.0,4.0
"""Marianne's",0.0,0.0,0.0,0.0,1.0
"""Marianne,",0.0,0.0,0.0,0.0,1.0
"""Marianne,""",0.0,0.0,0.0,0.0,1.0
"""Mark",0.0,0.0,1.0,0.0,0.0
"""Marriage",0.0,0.0,0.0,1.0,0.0
"""Married!",0.0,0.0,0.0,1.0,0.0
"""Marrying",0.0,0.0,0.0,1.0,0.0
"""Mars",0.0,2.0,0.0,0.0,0.0
"""Mary",0.0,1.0,0.0,0.0,1.0
"""Matter!""",0.0,0.0,1.0,0.0,0.0
"""May",1.0,0.0,2.0,2.0,6.0
"""Maybe",0.0,4.0,0.0,0.0,0.0
"""Me",0.0,0.0,1.0,0.0,0.0
"""Me!",0.0,0.0,1.0,0.0,0.0
"""Me!""",0.0,0.0,0.0,0.0,1.0
"""Me,",0.0,0.0,0.0,0.0,1.0
"""Meat",0.0,1.0,0.0,0.0,0.0
"""Meddling",0.0,1.0,0.0,0.0,0.0
"""Men",1.0,0.0,0.0,1.0,0.0
"""Mercy",0.0,1.0,0.0,0.0,0.0
"""Mercy,",2.0,0.0,0.0,0.0,0.0
"""Merely",0.0,0.0,0.0,0.0,1.0
"""Mermaids!",0.0,0.0,1.0,0.0,0.0
"""Mermaids!""",0.0,0.0,1.0,0.0,0.0
"""Mf!",0.0,2.0,0.0,0.0,0.0
"""Michael",0.0,0.0,2.0,0.0,0.0
"""Michael!""",0.0,0.0,1.0,0.0,0.0
"""Michael's",0.0,0.0,1.0,0.0,0.0
"""Michael,",0.0,0.0,1.0,0.0,0.0
"""Might",0.0,0.0,0.0,1.0,0.0
"""Mighty",0.0,1.0,0.0,0.0,0.0
"""Mind",0.0,0.0,1.0,0.0,0.0
"""Mine,",0.0,0.0,1.0,0.0,0.0
"""Mineral?""",0.0,0.0,1.0,0.0,0.0
"""Miss",1.0,3.0,0.0,1.0,14.0
"""Miss!""",0.0,0.0,1.0,0.0,0.0
"""Miss,""",0.0,0.0,1.0,0.0,0.0
"""Missing,""",0.0,0.0,0.0,1.0,0.0
"""Missus,",0.0,2.0,0.0,0.0,0.0
"""Missus,""",0.0,1.0,0.0,0.0,0.0
"""Mister,",0.0,1.0,0.0,0.0,0.0
"""Moderation",0.0,0.0,0.0,1.0,0.0
"""Money!",0.0,0.0,0.0,0.0,1.0
"""Money,",0.0,0.0,0.0,2.0,0.0
"""Monmouth",0.0,0.0,0.0,1.0,0.0
"""Monsieur",11.0,0.0,0.0,1.0,0.0
"""Months!""",0.0,0.0,0.0,0.0,1.0
"""More",0.0,0.0,0.0,1.0,1.0
"""Most",3.0,1.0,1.0,1.0,1.0
"""Mother",2.0,0.0,0.0,0.0,0.0
"""Mother!""",0.0,0.0,3.0,0.0,0.0
"""Mother,",0.0,0.0,1.0,4.0,0.0
"""Mother,""",0.0,0.0,1.0,0.0,0.0
"""Mr.",1.0,2.0,0.0,17.0,25.0
"""Mrs.",0.0,0.0,0.0,4.0,10.0
"""Much",0.0,0.0,1.0,1.0,2.0
"""Mumps",0.0,1.0,1.0,0.0,0.0
"""Mumps.""",0.0,1.0,0.0,0.0,0.0
"""Murder!",0.0,0.0,0.0,1.0,0.0
"""Murdered?""",0.0,0.0,0.0,1.0,0.0
"""Must",0.0,1.0,0.0,1.0,0.0
"""My",11.0,8.0,9.0,81.0,59.0
"""Name",2.0,0.0,0.0,1.0,0.0
"""Nana,",0.0,0.0,1.0,0.0,0.0
"""Narborough",0.0,0.0,0.0,1.0,0.0
"""Nay,",0.0,0.0,0.0,1.0,5.0
"""Nay,""",0.0,0.0,0.0,0.0,3.0
"""Near",0.0,0.0,0.0,1.0,0.0
"""Nearly",0.0,0.0,0.0,1.0,1.0
"""Neglect!",0.0,0.0,0.0,0.0,1.0
"""Neighbors,",0.0,1.0,0.0,0.0,0.0
"""Neither",1.0,0.0,1.0,0.0,1.0
"""Nemmine",0.0,1.0,0.0,0.0,0.0
"""Never",1.0,4.0,0.0,11.0,1.0
"""Never!",0.0,0.0,0.0,1.0,0.0
"""Never!""",0.0,0.0,1.0,0.0,0.0
"""Never,",1.0,0.0,0.0,0.0,1.0
"""Never,""",1.0,0.0,0.0,0.0,0.0
"""Never.""",1.0,0.0,0.0,4.0,0.0
"""Nevertheless,""",1.0,0.0,0.0,0.0,0.0
"""Neverthelesse",1.0,0.0,0.0,0.0,0.0
"""Next",0.0,0.0,0.0,0.0,1.0
"""Next,",0.0,0.0,1.0,0.0,0.0
"""Nibs",0.0,0.0,1.0,0.0,0.0
"""Nibs,",0.0,0.0,1.0,0.0,0.0
"""Nikolas!""",2.0,0.0,0.0,0.0,0.0
"""No",1.0,3.0,4.0,11.0,8.0
"""No!",0.0,3.0,0.0,0.0,0.0
"""No!""",0.0,0.0,3.0,0.0,0.0
"""No!--is",0.0,1.0,0.0,0.0,0.0
"""No'm,",0.0,2.0,0.0,0.0,0.0
"""No'm.",0.0,2.0,0.0,0.0,0.0
"""No'm.""",0.0,1.0,0.0,0.0,0.0
"""No,",10.0,38.0,21.0,55.0,41.0
"""No,""",5.0,7.0,2.0,3.0,12.0
"""No--I",0.0,0.0,0.0,0.0,2.0
"""No--except",0.0,0.0,0.0,1.0,0.0
"""No--is",0.0,1.0,0.0,0.0,0.0
"""No--leastways,",0.0,1.0,0.0,0.0,0.0
"""No--nor",0.0,0.0,0.0,0.0,1.0
"""No--not",0.0,1.0,0.0,0.0,0.0
"""No--to",0.0,0.0,0.0,0.0,1.0
"""No--why",0.0,0.0,0.0,0.0,1.0
"""No.",0.0,3.0,1.0,5.0,3.0
"""No.""",0.0,2.0,8.0,6.0,0.0
"""No.--He",0.0,0.0,0.0,0.0,1.0
"""No:",0.0,0.0,0.0,1.0,0.0
"""No;",0.0,4.0,0.0,7.0,7.0
"""No?""",0.0,1.0,0.0,1.0,0.0
"""Nobody",0.0,1.0,1.0,0.0,0.0
"""Nobody.""",0.0,1.0,0.0,0.0,0.0
"""Non",1.0,0.0,0.0,0.0,0.0
"""None",1.0,3.0,1.0,5.0,2.0
"""None.",0.0,0.0,0.0,1.0,0.0
"""None.""",0.0,0.0,0.0,4.0,0.0
"""Nonsense,",0.0,0.0,0.0,1.0,1.0
"""Nor",5.0,2.0,0.0,2.0,3.0
"""Norland",0.0,0.0,0.0,0.0,1.0
"""North",0.0,1.0,0.0,0.0,0.0
"""Not",6.0,4.0,6.0,27.0,20.0
"""Not,",0.0,0.0,0.0,0.0,1.0
"""Noth'n.""",0.0,1.0,0.0,0.0,0.0
"""Nothing",2.0,1.0,0.0,4.0,4.0
"""Nothing,",1.0,0.0,1.0,1.0,1.0
"""Nothing,""",1.0,0.0,0.0,1.0,0.0
"""Nothing.""",0.0,0.0,0.0,3.0,0.0
"""Nothing?""",0.0,0.0,0.0,2.0,0.0
"""Nous",0.0,0.0,0.0,1.0,0.0
"""Now",8.0,5.0,9.0,5.0,2.0
"""Now!""",0.0,0.0,1.0,0.0,0.0
"""Now,",0.0,5.0,2.0,13.0,5.0
"""Now,""",1.0,2.0,1.0,0.0,1.0
"""Nuffn",0.0,1.0,0.0,0.0,0.0
"""Numa",1.0,0.0,0.0,0.0,0.0
"""O",1.0,1.0,18.0,0.0,0.0
"""OUTGRABE""",0.0,0.0,1.0,0.0,0.0
"""OUTGRABING""",0.0,0.0,1.0,0.0,0.0
"""Obey",1.0,0.0,0.0,0.0,0.0
"""Obstinate,",0.0,0.0,0.0,0.0,1.0
"""Odds",0.0,0.0,1.0,0.0,0.0
"""Odds,",0.0,0.0,1.0,0.0,0.0
"""Of",3.0,2.0,8.0,16.0,7.0
"""Offended",0.0,0.0,0.0,0.0,1.0
"""Often.",0.0,0.0,0.0,1.0,0.0
"""Oh",0.0,0.0,14.0,0.0,5.0
"""Oh!",0.0,1.0,0.0,10.0,58.0
"""Oh!""",0.0,0.0,2.0,0.0,4.0
"""Oh,",10.0,52.0,24.0,78.0,39.0
"""Oh,""",0.0,3.0,1.0,0.0,2.0
"""Oh--he",0.0,0.0,0.0,0.0,1.0
